position,velocity,acceleration,jerk,time,energy,reward,episode
-64.57623880147932,-0.5412681221961958,2.3841858e-07,0.0,117.59999999999759,0.0,-0.9535774776894589,1
-64.63036561250685,-0.5412680983543379,2.3841858e-07,0.0,117.69999999999759,0.0,-0.9535774776380785,1
-64.6844924211502,-0.5412680745124799,2.3841858e-07,0.0,117.79999999999758,0.0,-0.9535774775866981,1
-64.73861922740934,-0.541268050670622,2.3841858e-07,0.0,117.89999999999758,0.0,-0.9535774775353177,1
-64.79274603128431,-0.5412680268287641,2.3841858e-07,0.0,117.99999999999757,0.0,-0.9535774774839373,1
-64.84687283277509,-0.5412680029869061,2.3841858e-07,0.0,118.09999999999756,0.0,-0.9535774774325568,1
-64.90099963188169,-0.5412679791450482,2.3841858e-07,0.0,118.19999999999756,0.0,-0.9535774773811765,1
-64.9551264286041,-0.5412679553031903,2.3841858e-07,0.0,118.29999999999755,0.0,-0.953577477329796,1
-65.00925322294233,-0.5412679314613323,2.3841858e-07,0.0,118.39999999999755,0.0,-0.9535774772784157,1
-65.06338001489638,-0.5412679076194744,2.3841858e-07,0.0,118.49999999999754,0.0,-0.9535774772270352,1
-65.11750680446623,-0.5412678837776165,2.3841858e-07,0.0,118.59999999999754,0.0,-0.9535774771756549,1
-65.1716335916519,-0.5412678599357585,2.3841858e-07,0.0,118.69999999999753,0.0,-0.9535774771242744,1
-65.22576037645338,-0.5412678360939006,2.3841858e-07,0.0,118.79999999999752,0.0,-0.953577477072894,1
-65.27988715887068,-0.5412678122520427,2.3841858e-07,0.0,118.89999999999752,0.0,-0.9535774770215136,1
-65.3340139389038,-0.5412677884101847,2.3841858e-07,0.0,118.99999999999751,0.0,-0.9535774769701332,1
-65.38814071655273,-0.5412677645683268,2.3841858e-07,0.0,119.09999999999751,0.0,-0.9535774769187528,1
-65.44226749181746,-0.5412677407264689,2.3841858e-07,0.0,119.1999999999975,0.0,-0.9535774768673724,1
-65.49639426469801,-0.541267716884611,2.3841858e-07,0.0,119.2999999999975,0.0,-0.9535774768159919,1
-65.55052103519438,-0.541267693042753,2.3841858e-07,0.0,119.39999999999749,0.0,-0.9535774767646116,1
-65.60464780330656,-0.5412676692008951,2.3841858e-07,0.0,119.49999999999748,0.0,-0.9535774767132311,1
-65.65877456903456,-0.5412676453590372,2.3841858e-07,0.0,119.59999999999748,0.0,-0.9535774766618507,1
-65.71290133237838,-0.5412676215171792,2.3841858e-07,0.0,119.69999999999747,0.0,-0.9535774766104703,1
-65.767028093338,-0.5412675976753213,2.3841858e-07,0.0,119.79999999999747,0.0,-0.9535774765590899,1
-65.82115485191343,-0.5412675738334634,2.3841858e-07,0.0,119.89999999999746,0.0,-0.9535774765077095,1
-65.87528160810469,-0.5412675499916054,2.3841858e-07,0.0,119.99999999999746,0.0,-0.9535774764563291,1
-65.92940836191175,-0.5412675261497475,2.3841858e-07,0.0,120.09999999999745,0.0,-0.9535774764049486,1
-65.98353511333464,-0.5412675023078896,2.3841858e-07,0.0,120.19999999999744,0.0,-0.9535774763535683,1
-66.03766186237334,-0.5412674784660316,2.3841858e-07,0.0,120.29999999999744,0.0,-0.9535774763021878,1
-66.09178860902784,-0.5412674546241737,2.3841858e-07,0.0,120.39999999999743,0.0,-0.9535774762508075,1
-66.14591535329816,-0.5412674307823158,2.3841858e-07,0.0,120.49999999999743,0.0,-0.953577476199427,1
-66.2000420951843,-0.5412674069404578,2.3841858e-07,0.0,120.59999999999742,0.0,-0.9535774761480466,1
-66.25416883468625,-0.5412673830985999,2.3841858e-07,0.0,120.69999999999742,0.0,-0.9535774760966662,1
-66.30829557180402,-0.541267359256742,2.3841858e-07,0.0,120.79999999999741,0.0,-0.9535774760452858,1
-66.36242230653761,-0.541267335414884,2.3841858e-07,0.0,120.8999999999974,0.0,-0.9535774759939053,1
-66.41654903888701,-0.5412673115730261,2.3841858e-07,0.0,120.9999999999974,0.0,-0.953577475942525,1
-66.47067576885222,-0.5412672877311682,2.3841858e-07,0.0,121.0999999999974,0.0,-0.9535774758911445,1
-66.52480249643324,-0.5412672638893102,2.3841858e-07,0.0,121.19999999999739,0.0,-0.9535774758397642,1
-66.57892922163008,-0.5412672400474523,2.3841858e-07,0.0,121.29999999999738,0.0,-0.9535774757883837,1
-66.63305594444273,-0.5412672162055944,2.3841858e-07,0.0,121.39999999999738,0.0,-0.9535774757370032,1
